test_date,county,new_positives,cumulative_number_of_positives,total_number_of_tests,cumulative_number_of_tests,test_positive,geography
2022-09-27T00:00:00.000,Broome,56,54130,576,1153289,10.25%,COUNTY
2022-09-27T00:00:00.000,Capital Region,265,263382,2199,5132066,11.22%,REGION
2022-09-27T00:00:00.000,Cattaraugus,19,18071,172,300847,11.03%,COUNTY
2022-09-27T00:00:00.000,Cayuga,33,18942,272,384860,16.11%,COUNTY
2022-09-27T00:00:00.000,Central New York,281,212509,2169,4304582,12.80%,REGION
2022-09-27T00:00:00.000,Chautauqua,12,27520,146,521373,8.51%,COUNTY
2022-09-27T00:00:00.000,Chemung,37,24715,301,468005,12.24%,COUNTY
2022-09-27T00:00:00.000,Chenango,6,10997,128,231070,5.00%,COUNTY
2022-09-27T00:00:00.000,Clinton,22,20617,149,397192,9.43%,COUNTY
2022-09-27T00:00:00.000,Columbia,11,12639,93,248983,10.23%,COUNTY
2022-09-27T00:00:00.000,Cortland,13,12456,175,300318,7.02%,COUNTY
2022-09-27T00:00:00.000,Delaware,5,9380,93,194931,5.75%,COUNTY
2022-09-27T00:00:00.000,Dutchess,59,77104,493,1449929,12.67%,COUNTY
2022-09-27T00:00:00.000,Erie,198,251605,1743,4145460,11.81%,COUNTY
2022-09-27T00:00:00.000,Essex,8,7030,116,161100,4.88%,COUNTY
2022-09-27T00:00:00.000,Finger Lakes,263,282368,3472,5478549,8.51%,REGION
2022-09-27T00:00:00.000,Franklin,8,11232,190,212057,5.41%,COUNTY
2022-09-27T00:00:00.000,Fulton,19,15293,145,223151,15.63%,COUNTY
2022-09-27T00:00:00.000,Genesee,9,15513,165,266869,3.29%,COUNTY
2022-09-27T00:00:00.000,Greene,6,10127,75,178061,8.33%,COUNTY
2022-09-27T00:00:00.000,Hamilton,1,1009,10,19797,0.00%,COUNTY
2022-09-27T00:00:00.000,Herkimer,14,16322,305,316718,4.30%,COUNTY
2022-09-27T00:00:00.000,Jefferson,43,24505,321,393249,13.04%,COUNTY
2022-09-27T00:00:00.000,Kings,522,831588,12600,18160000,3.62%,COUNTY
2022-09-27T00:00:00.000,Lewis,10,6909,77,101817,19.05%,COUNTY
2022-09-27T00:00:00.000,Livingston,14,13409,145,279222,9.42%,COUNTY
2022-09-27T00:00:00.000,Long Island,788,1010814,9116,16416520,7.23%,REGION
2022-09-27T00:00:00.000,Madison,29,15642,153,364259,17.86%,COUNTY
2022-09-27T00:00:00.000,Mid-Hudson,582,707621,7700,13039042,7.07%,REGION
2022-09-27T00:00:00.000,Mohawk Valley,155,128188,1626,2674150,14.13%,REGION
2022-09-27T00:00:00.000,Monroe,137,178819,2179,3561657,7.68%,COUNTY
2022-09-27T00:00:00.000,Montgomery,12,13978,144,218284,18.75%,COUNTY
2022-09-27T00:00:00.000,Nassau,373,497061,4312,8163520,7.78%,COUNTY
2022-09-27T00:00:00.000,New York,412,532123,6923,14084228,5.92%,COUNTY
2022-09-27T00:00:00.000,New York City,1893,2805453,32865,58761490,5.23%,REGION
2022-09-27T00:00:00.000,Niagara,49,55984,457,887564,14.29%,COUNTY
2022-09-27T00:00:00.000,North Country,122,96026,1160,1895253,10.15%,REGION
2022-09-27T00:00:00.000,Oneida,86,64232,870,1492966,14.98%,COUNTY
2022-09-27T00:00:00.000,Onondaga,155,133592,1243,2738137,11.80%,COUNTY
2022-09-27T00:00:00.000,Ontario,36,23983,371,466872,9.71%,COUNTY
2022-09-27T00:00:00.000,Orange,139,126548,2063,1892937,5.97%,COUNTY
2022-09-27T00:00:00.000,Orleans,14,9863,62,154483,25.93%,COUNTY
2022-09-27T00:00:00.000,Oswego,51,31877,326,517008,15.24%,COUNTY
2022-09-27T00:00:00.000,Otsego,14,12308,98,304745,14.29%,COUNTY
2022-09-27T00:00:00.000,Putnam,35,28675,282,476538,12.69%,COUNTY
2022-09-27T00:00:00.000,Queens,543,783392,7387,14320411,7.02%,COUNTY
2022-09-27T00:00:00.000,Rensselaer,38,38720,325,857571,11.11%,COUNTY
2022-09-27T00:00:00.000,Richmond,140,194276,1639,3596522,7.23%,COUNTY
2022-09-27T00:00:00.000,Rockland,78,108813,1531,2296055,4.26%,COUNTY
2022-09-27T00:00:00.000,STATEWIDE,4808,6034105,64823,119687340,7.03%,STATEWIDE
2022-09-27T00:00:00.000,Saratoga,72,57006,462,1051157,13.14%,COUNTY
2022-09-27T00:00:00.000,Schenectady,25,40479,249,817051,10.22%,COUNTY
2022-09-27T00:00:00.000,Schoharie,10,6055,64,118286,15.63%,COUNTY
2022-09-27T00:00:00.000,Schuyler,4,4068,64,96383,6.45%,COUNTY
2022-09-27T00:00:00.000,Seneca,10,7009,92,135306,10.11%,COUNTY
2022-09-27T00:00:00.000,Southern Tier,169,164418,1881,5886107,9.27%,REGION
2022-09-27T00:00:00.000,St. Lawrence,30,24724,297,610041,10.25%,COUNTY
2022-09-27T00:00:00.000,Steuben,17,23503,279,465491,6.72%,COUNTY
2022-09-27T00:00:00.000,Suffolk,415,513753,4804,8253000,6.73%,COUNTY
2022-09-27T00:00:00.000,Sullivan,31,22229,383,363271,9.25%,COUNTY
2022-09-27T00:00:00.000,Tioga,12,12970,166,227325,7.59%,COUNTY
2022-09-27T00:00:00.000,Tompkins,32,24655,274,3049613,11.15%,COUNTY
2022-09-27T00:00:00.000,Ulster,46,39102,399,847288,11.46%,COUNTY
2022-09-27T00:00:00.000,Warren,27,17180,231,327755,8.86%,COUNTY
2022-09-27T00:00:00.000,Washington,18,14499,213,279110,11.11%,COUNTY
2022-09-27T00:00:00.000,Wayne,25,20281,325,370926,8.04%,COUNTY
2022-09-27T00:00:00.000,Westchester,194,305150,2549,5713024,6.93%,COUNTY
2022-09-27T00:00:00.000,Western New York,290,363326,2635,6099581,11.75%,REGION
2022-09-27T00:00:00.000,Wyoming,9,9386,56,154649,15.09%,COUNTY
2022-09-27T00:00:00.000,Yates,9,4105,77,88565,12.16%,COUNTY
2022-09-26T00:00:00.000,Albany,44,72664,374,1371827,10.69%,COUNTY
2022-09-26T00:00:00.000,Allegany,5,10134,34,244220,15.63%,COUNTY
2022-09-26T00:00:00.000,Bronx,172,463798,2922,8596013,4.72%,COUNTY
2022-09-26T00:00:00.000,Broome,30,54074,529,1152713,5.80%,COUNTY
2022-09-26T00:00:00.000,Capital Region,213,263117,1584,5129867,13.10%,REGION
2022-09-26T00:00:00.000,Cattaraugus,11,18052,74,300675,13.64%,COUNTY
2022-09-26T00:00:00.000,Cayuga,19,18909,117,384588,15.32%,COUNTY
2022-09-26T00:00:00.000,Central New York,154,212228,1188,4302413,12.95%,REGION
2022-09-26T00:00:00.000,Chautauqua,10,27508,85,521227,12.20%,COUNTY
2022-09-26T00:00:00.000,Chemung,14,24678,154,467704,9.70%,COUNTY
2022-09-26T00:00:00.000,Chenango,6,10991,74,230942,7.14%,COUNTY
2022-09-26T00:00:00.000,Clinton,13,20595,72,397043,17.91%,COUNTY
2022-09-26T00:00:00.000,Columbia,29,12628,88,248890,32.14%,COUNTY
2022-09-26T00:00:00.000,Cortland,13,12443,124,300143,10.74%,COUNTY
2022-09-26T00:00:00.000,Delaware,4,9375,182,194838,2.29%,COUNTY
2022-09-26T00:00:00.000,Dutchess,67,77045,547,1449436,12.42%,COUNTY
2022-09-26T00:00:00.000,Erie,157,251407,1512,4143717,11.61%,COUNTY
2022-09-26T00:00:00.000,Essex,2,7022,33,160984,6.67%,COUNTY
2022-09-26T00:00:00.000,Finger Lakes,117,282105,1533,5475077,8.68%,REGION
2022-09-26T00:00:00.000,Franklin,6,11224,61,211867,10.53%,COUNTY
2022-09-26T00:00:00.000,Fulton,19,15274,104,223006,17.24%,COUNTY
2022-09-26T00:00:00.000,Genesee,13,15504,79,266704,15.79%,COUNTY
2022-09-26T00:00:00.000,Greene,19,10121,77,177986,25.33%,COUNTY
2022-09-26T00:00:00.000,Hamilton,0,1008,6,19787,0.00%,COUNTY
2022-09-26T00:00:00.000,Herkimer,13,16308,114,316413,8.64%,COUNTY
2022-09-26T00:00:00.000,Jefferson,40,24462,339,392928,5.53%,COUNTY
2022-09-26T00:00:00.000,Kings,387,831066,11109,18147400,2.67%,COUNTY
2022-09-26T00:00:00.000,Lewis,0,6899,59,101740,0.00%,COUNTY
2022-09-26T00:00:00.000,Livingston,3,13395,44,279077,0.00%,COUNTY
2022-09-26T00:00:00.000,Long Island,574,1010026,5989,16407404,8.23%,REGION
2022-09-26T00:00:00.000,Madison,9,15613,130,364106,6.67%,COUNTY
2022-09-26T00:00:00.000,Mid-Hudson,411,707039,6580,13031342,5.37%,REGION
2022-09-26T00:00:00.000,Mohawk Valley,107,128033,1045,2672524,11.13%,REGION
2022-09-26T00:00:00.000,Monroe,69,178682,1032,3559478,8.28%,COUNTY
2022-09-26T00:00:00.000,Montgomery,19,13966,89,218140,19.77%,COUNTY
2022-09-26T00:00:00.000,Nassau,270,496688,2840,8159208,9.38%,COUNTY
2022-09-26T00:00:00.000,New York,297,531711,4608,14077305,6.44%,COUNTY
2022-09-26T00:00:00.000,New York City,1372,2803560,24721,58728625,4.63%,REGION
2022-09-26T00:00:00.000,Niagara,29,55935,270,887107,13.50%,COUNTY
2022-09-26T00:00:00.000,North Country,74,95904,693,1894093,8.61%,REGION
2022-09-26T00:00:00.000,Oneida,45,64146,553,1492096,9.40%,COUNTY
2022-09-26T00:00:00.000,Onondaga,91,133437,641,2736894,14.54%,COUNTY
2022-09-26T00:00:00.000,Ontario,9,23947,105,466501,10.34%,COUNTY
2022-09-26T00:00:00.000,Orange,67,126409,1345,1890874,4.21%,COUNTY
2022-09-26T00:00:00.000,Orleans,1,9849,46,154421,2.86%,COUNTY
2022-09-26T00:00:00.000,Oswego,22,31826,176,516682,11.66%,COUNTY
2022-09-26T00:00:00.000,Otsego,8,12294,149,304647,7.21%,COUNTY
2022-09-26T00:00:00.000,Putnam,15,28640,150,476256,10.07%,COUNTY
2022-09-26T00:00:00.000,Queens,393,782849,4888,14313024,7.23%,COUNTY
2022-09-26T00:00:00.000,Rensselaer,28,38682,220,857246,12.44%,COUNTY
2022-09-26T00:00:00.000,Richmond,123,194136,1194,3594883,9.37%,COUNTY
2022-09-26T00:00:00.000,Rockland,55,108735,2039,2294524,1.90%,COUNTY
2022-09-26T00:00:00.000,STATEWIDE,3335,6029297,46679,119622517,6.46%,STATEWIDE
2022-09-26T00:00:00.000,Saratoga,39,56934,333,1050695,9.92%,COUNTY
2022-09-26T00:00:00.000,Schenectady,29,40454,244,816802,9.63%,COUNTY
2022-09-26T00:00:00.000,Schoharie,3,6045,36,118222,8.57%,COUNTY
2022-09-26T00:00:00.000,Schuyler,2,4064,75,96319,2.67%,COUNTY
2022-09-26T00:00:00.000,Seneca,2,6999,34,135214,5.88%,COUNTY
2022-09-26T00:00:00.000,Southern Tier,101,164249,1371,5884226,7.48%,REGION
2022-09-26T00:00:00.000,St. Lawrence,13,24694,123,609744,10.92%,COUNTY
2022-09-26T00:00:00.000,Steuben,13,23486,106,465212,12.12%,COUNTY
2022-09-26T00:00:00.000,Suffolk,304,513338,3149,8248196,7.25%,COUNTY
2022-09-26T00:00:00.000,Sullivan,14,22198,190,362888,5.41%,COUNTY
2022-09-26T00:00:00.000,Tioga,5,12958,89,227159,5.95%,COUNTY
2022-09-26T00:00:00.000,Tompkins,27,24623,162,3049339,16.88%,COUNTY
2022-09-26T00:00:00.000,Ulster,33,39056,268,846889,11.34%,COUNTY
2022-09-26T00:00:00.000,Warren,11,17153,124,327524,10.00%,COUNTY
2022-09-26T00:00:00.000,Washington,14,14481,124,278897,16.07%,COUNTY
2022-09-26T00:00:00.000,Wayne,12,20256,114,370601,9.38%,COUNTY
2022-09-26T00:00:00.000,Westchester,160,304956,2041,5710475,6.80%,COUNTY
2022-09-26T00:00:00.000,Western New York,212,363036,1975,6096946,12.02%,REGION
2022-09-26T00:00:00.000,Wyoming,3,9377,31,154593,10.34%,COUNTY
2022-09-26T00:00:00.000,Yates,5,4096,48,88488,11.11%,COUNTY
2022-09-25T00:00:00.000,Albany,45,72620,504,1371453,8.74%,COUNTY
2022-09-25T00:00:00.000,Allegany,7,10129,56,244186,12.96%,COUNTY
2022-09-25T00:00:00.000,Bronx,204,463626,3324,8593091,5.32%,COUNTY
2022-09-25T00:00:00.000,Broome,27,54044,296,1152184,8.19%,COUNTY
2022-09-25T00:00:00.000,Capital Region,168,262904,1884,5128283,8.51%,REGION
2022-09-25T00:00:00.000,Cattaraugus,7,18041,89,300601,7.41%,COUNTY
2022-09-25T00:00:00.000,Cayuga,13,18890,110,384471,11.82%,COUNTY
2022-09-25T00:00:00.000,Central New York,145,212074,1230,4301225,11.72%,REGION
2022-09-25T00:00:00.000,Chautauqua,14,27498,106,521142,13.21%,COUNTY
2022-09-25T00:00:00.000,Chemung,9,24664,131,467550,7.27%,COUNTY
2022-09-25T00:00:00.000,Chenango,3,10985,61,230868,3.39%,COUNTY
2022-09-25T00:00:00.000,Clinton,21,20582,109,396971,19.42%,COUNTY
2022-09-25T00:00:00.000,Columbia,8,12599,55,248802,15.09%,COUNTY
2022-09-25T00:00:00.000,Cortland,9,12430,67,300019,13.85%,COUNTY
2022-09-25T00:00:00.000,Delaware,3,9371,43,194656,6.98%,COUNTY
2022-09-25T00:00:00.000,Dutchess,37,76978,370,1448889,10.14%,COUNTY
2022-09-25T00:00:00.000,Erie,114,251250,1178,4142205,9.53%,COUNTY
2022-09-25T00:00:00.000,Essex,4,7020,42,160951,10.26%,COUNTY
2022-09-25T00:00:00.000,Finger Lakes,120,281988,1926,5473544,6.36%,REGION
2022-09-25T00:00:00.000,Franklin,8,11218,67,211806,13.56%,COUNTY
2022-09-25T00:00:00.000,Fulton,13,15255,92,222902,16.90%,COUNTY
2022-09-25T00:00:00.000,Genesee,4,15491,84,266625,5.06%,COUNTY
2022-09-25T00:00:00.000,Greene,2,10102,62,177909,3.28%,COUNTY
2022-09-25T00:00:00.000,Hamilton,0,1008,5,19781,0.00%,COUNTY
2022-09-25T00:00:00.000,Herkimer,6,16295,37,316299,11.54%,COUNTY
2022-09-25T00:00:00.000,Jefferson,11,24422,149,392589,8.09%,COUNTY
2022-09-25T00:00:00.000,Kings,300,830679,5057,18136291,5.27%,COUNTY
2022-09-25T00:00:00.000,Lewis,2,6899,32,101681,10.00%,COUNTY
2022-09-25T00:00:00.000,Livingston,7,13392,78,279033,9.09%,COUNTY
2022-09-25T00:00:00.000,Long Island,487,1009452,5862,16401415,6.76%,REGION
2022-09-25T00:00:00.000,Madison,9,15604,94,363976,9.68%,COUNTY
2022-09-25T00:00:00.000,Mid-Hudson,334,706628,3675,13024762,8.32%,REGION
2022-09-25T00:00:00.000,Mohawk Valley,74,127926,577,2671479,13.18%,REGION
2022-09-25T00:00:00.000,Monroe,69,178613,1199,3558446,5.89%,COUNTY
2022-09-25T00:00:00.000,Montgomery,6,13947,60,218051,10.34%,COUNTY
2022-09-25T00:00:00.000,Nassau,226,496418,2668,8156368,7.51%,COUNTY
2022-09-25T00:00:00.000,New York,262,531414,4216,14072697,6.16%,COUNTY
2022-09-25T00:00:00.000,New York City,1217,2802188,19355,58703904,5.69%,REGION
2022-09-25T00:00:00.000,Niagara,21,55906,215,886837,9.60%,COUNTY
2022-09-25T00:00:00.000,North Country,53,95830,531,1893400,10.72%,REGION
2022-09-25T00:00:00.000,Oneida,35,64101,288,1491543,12.92%,COUNTY
2022-09-25T00:00:00.000,Onondaga,78,133346,774,2736253,10.03%,COUNTY
2022-09-25T00:00:00.000,Ontario,19,23938,193,466396,9.90%,COUNTY
2022-09-25T00:00:00.000,Orange,58,126342,580,1889529,8.41%,COUNTY
2022-09-25T00:00:00.000,Orleans,5,9848,50,154375,10.00%,COUNTY
2022-09-25T00:00:00.000,Oswego,36,31804,185,516506,19.02%,COUNTY
2022-09-25T00:00:00.000,Otsego,10,12286,78,304498,11.84%,COUNTY
2022-09-25T00:00:00.000,Putnam,13,28625,180,476106,6.86%,COUNTY
2022-09-25T00:00:00.000,Queens,358,782456,5339,14308136,5.99%,COUNTY
2022-09-25T00:00:00.000,Rensselaer,36,38654,282,857026,12.64%,COUNTY
2022-09-25T00:00:00.000,Richmond,93,194013,1419,3593689,5.67%,COUNTY
2022-09-25T00:00:00.000,Rockland,38,108680,384,2292485,9.27%,COUNTY
2022-09-25T00:00:00.000,STATEWIDE,2829,6025962,37435,119575838,7.10%,STATEWIDE
2022-09-25T00:00:00.000,Saratoga,37,56895,490,1050362,6.55%,COUNTY
2022-09-25T00:00:00.000,Schenectady,24,40425,241,816558,9.44%,COUNTY
2022-09-25T00:00:00.000,Schoharie,4,6042,22,118186,18.18%,COUNTY
2022-09-25T00:00:00.000,Schuyler,1,4062,13,96244,8.33%,COUNTY
2022-09-25T00:00:00.000,Seneca,1,6997,40,135180,2.50%,COUNTY
2022-09-25T00:00:00.000,Southern Tier,68,164148,751,5882855,8.83%,REGION
2022-09-25T00:00:00.000,St. Lawrence,7,24681,127,609621,5.65%,COUNTY
2022-09-25T00:00:00.000,Steuben,9,23473,98,465106,9.68%,COUNTY
2022-09-25T00:00:00.000,Suffolk,261,513034,3194,8245047,6.12%,COUNTY
2022-09-25T00:00:00.000,Sullivan,13,22184,129,362698,7.56%,COUNTY
2022-09-25T00:00:00.000,Tioga,10,12953,50,227070,20.83%,COUNTY
2022-09-25T00:00:00.000,Tompkins,6,24596,59,3049177,10.71%,COUNTY
2022-09-25T00:00:00.000,Ulster,40,39023,264,846621,16.39%,COUNTY
2022-09-25T00:00:00.000,Warren,12,17142,145,327400,6.31%,COUNTY
2022-09-25T00:00:00.000,Washington,4,14467,105,278773,4.35%,COUNTY
2022-09-25T00:00:00.000,Wayne,10,20244,158,370487,5.88%,COUNTY
2022-09-25T00:00:00.000,Westchester,135,304796,1768,5708434,6.60%,COUNTY
2022-09-25T00:00:00.000,Western New York,163,362824,1644,6094971,9.79%,REGION
2022-09-25T00:00:00.000,Wyoming,3,9374,30,154562,10.00%,COUNTY
2022-09-25T00:00:00.000,Yates,2,4091,94,88440,1.52%,COUNTY
2022-09-24T00:00:00.000,Albany,48,72575,488,1370949,9.87%,COUNTY
2022-09-24T00:00:00.000,Allegany,7,10122,73,244130,8.33%,COUNTY
2022-09-24T00:00:00.000,Bronx,249,463422,4361,8589767,5.48%,COUNTY
2022-09-24T00:00:00.000,Broome,39,54017,446,1151888,8.20%,COUNTY
2022-09-24T00:00:00.000,Capital Region,195,262736,2048,5126399,9.67%,REGION
2022-09-24T00:00:00.000,Cattaraugus,14,18034,128,300512,12.28%,COUNTY
2022-09-24T00:00:00.000,Cayuga,21,18877,271,384361,9.25%,COUNTY
2022-09-24T00:00:00.000,Central New York,310,211929,2946,4299995,10.90%,REGION
2022-09-24T00:00:00.000,Chautauqua,17,27484,137,521036,12.31%,COUNTY
2022-09-24T00:00:00.000,Chemung,12,24655,245,467419,5.70%,COUNTY
2022-09-24T00:00:00.000,Chenango,8,10982,93,230807,8.70%,COUNTY
2022-09-24T00:00:00.000,Clinton,21,20561,184,396862,11.95%,COUNTY
2022-09-24T00:00:00.000,Columbia,16,12591,87,248747,19.75%,COUNTY
2022-09-24T00:00:00.000,Cortland,20,12421,151,299952,14.49%,COUNTY
2022-09-24T00:00:00.000,Delaware,8,9368,98,194613,8.70%,COUNTY
2022-09-24T00:00:00.000,Dutchess,48,76941,467,1448519,10.02%,COUNTY
2022-09-24T00:00:00.000,Erie,191,251136,1697,4141027,11.12%,COUNTY
2022-09-24T00:00:00.000,Essex,5,7016,112,160909,2.60%,COUNTY
2022-09-24T00:00:00.000,Finger Lakes,212,281868,2897,5471618,7.50%,REGION
2022-09-24T00:00:00.000,Franklin,8,11210,111,211739,7.69%,COUNTY
2022-09-24T00:00:00.000,Fulton,19,15242,115,222810,15.93%,COUNTY
2022-09-24T00:00:00.000,Genesee,10,15487,105,266541,9.80%,COUNTY
2022-09-24T00:00:00.000,Greene,3,10100,68,177847,4.69%,COUNTY
2022-09-24T00:00:00.000,Hamilton,0,1008,18,19776,0.00%,COUNTY
2022-09-24T00:00:00.000,Herkimer,20,16289,195,316262,12.82%,COUNTY
2022-09-24T00:00:00.000,Jefferson,32,24411,199,392440,12.80%,COUNTY
2022-09-24T00:00:00.000,Kings,439,830379,9649,18131234,4.12%,COUNTY
2022-09-24T00:00:00.000,Lewis,3,6897,46,101649,10.34%,COUNTY
2022-09-24T00:00:00.000,Livingston,11,13385,122,278955,9.91%,COUNTY
2022-09-24T00:00:00.000,Long Island,686,1008965,8731,16395553,6.58%,REGION
2022-09-24T00:00:00.000,Madison,10,15595,115,363882,9.09%,COUNTY
2022-09-24T00:00:00.000,Mid-Hudson,392,706294,5700,13021087,6.63%,REGION
2022-09-24T00:00:00.000,Mohawk Valley,125,127852,1328,2670902,11.12%,REGION
2022-09-24T00:00:00.000,Monroe,123,178544,1779,3557247,7.28%,COUNTY
2022-09-24T00:00:00.000,Montgomery,17,13941,174,217991,13.98%,COUNTY
2022-09-24T00:00:00.000,Nassau,323,496192,4158,8153700,6.71%,COUNTY
2022-09-24T00:00:00.000,New York,366,531152,7315,14068481,4.80%,COUNTY
2022-09-24T00:00:00.000,New York City,1561,2800971,30642,58684549,4.64%,REGION
2022-09-24T00:00:00.000,Niagara,23,55885,311,886622,10.27%,COUNTY
2022-09-24T00:00:00.000,North Country,97,95777,913,1892869,10.19%,REGION
2022-09-24T00:00:00.000,Oneida,56,64066,662,1491255,10.57%,COUNTY
2022-09-24T00:00:00.000,Onondaga,223,133268,2149,2735479,10.62%,COUNTY
2022-09-24T00:00:00.000,Ontario,19,23919,293,466203,6.96%,COUNTY
2022-09-24T00:00:00.000,Orange,70,126284,911,1888949,6.45%,COUNTY
2022-09-24T00:00:00.000,Orleans,9,9843,80,154325,8.00%,COUNTY
2022-09-24T00:00:00.000,Oswego,36,31768,260,516321,13.44%,COUNTY
2022-09-24T00:00:00.000,Otsego,8,12276,130,304420,5.60%,COUNTY
2022-09-24T00:00:00.000,Putnam,13,28612,209,475926,6.42%,COUNTY
2022-09-24T00:00:00.000,Queens,418,782098,7716,14302797,4.59%,COUNTY
2022-09-24T00:00:00.000,Rensselaer,36,38618,275,856744,13.33%,COUNTY
2022-09-24T00:00:00.000,Richmond,89,193920,1601,3592270,5.10%,COUNTY
2022-09-24T00:00:00.000,Rockland,58,108642,1019,2292101,5.29%,COUNTY
2022-09-24T00:00:00.000,STATEWIDE,3966,6023133,59302,119538403,6.39%,STATEWIDE
2022-09-24T00:00:00.000,Saratoga,39,56858,470,1049872,7.82%,COUNTY
2022-09-24T00:00:00.000,Schenectady,27,40401,254,816317,11.02%,COUNTY
2022-09-24T00:00:00.000,Schoharie,5,6038,52,118164,10.00%,COUNTY
2022-09-24T00:00:00.000,Schuyler,4,4061,89,96231,4.82%,COUNTY
2022-09-24T00:00:00.000,Seneca,14,6996,113,135140,12.96%,COUNTY
2022-09-24T00:00:00.000,Southern Tier,136,164080,1751,5882104,7.75%,REGION
2022-09-24T00:00:00.000,St. Lawrence,28,24674,243,609494,11.39%,COUNTY
2022-09-24T00:00:00.000,Steuben,32,23464,353,465008,8.87%,COUNTY
2022-09-24T00:00:00.000,Suffolk,363,512773,4573,8241853,6.45%,COUNTY
2022-09-24T00:00:00.000,Sullivan,10,22171,191,362569,6.37%,COUNTY
2022-09-24T00:00:00.000,Tioga,10,12943,142,227020,7.25%,COUNTY
2022-09-24T00:00:00.000,Tompkins,23,24590,285,3049118,8.16%,COUNTY
2022-09-24T00:00:00.000,Ulster,26,38983,352,846357,7.07%,COUNTY
2022-09-24T00:00:00.000,Warren,18,17130,241,327255,6.49%,COUNTY
2022-09-24T00:00:00.000,Washington,8,14463,165,278668,5.43%,COUNTY
2022-09-24T00:00:00.000,Wayne,19,20234,270,370329,6.64%,COUNTY
2022-09-24T00:00:00.000,Westchester,167,304661,2551,5706666,6.54%,COUNTY
2022-09-24T00:00:00.000,Western New York,252,362661,2346,6093327,11.07%,REGION
2022-09-24T00:00:00.000,Wyoming,2,9371,70,154532,1.49%,COUNTY
2022-09-24T00:00:00.000,Yates,5,4089,65,88346,7.32%,COUNTY
2022-09-23T00:00:00.000,Albany,59,72527,640,1370461,9.31%,COUNTY
2022-09-23T00:00:00.000,Allegany,9,10115,92,244057,12.33%,COUNTY
2022-09-23T00:00:00.000,Bronx,353,463173,5804,8585406,5.55%,COUNTY
2022-09-23T00:00:00.000,Broome,53,53978,516,1151442,10.32%,COUNTY
2022-09-23T00:00:00.000,Capital Region,297,262541,2807,5124351,11.00%,REGION
2022-09-23T00:00:00.000,Cattaraugus,25,18020,143,300384,17.43%,COUNTY
2022-09-23T00:00:00.000,Cayuga,13,18856,203,384090,8.28%,COUNTY
2022-09-23T00:00:00.000,Central New York,247,211619,2430,4297049,10.48%,REGION
2022-09-23T00:00:00.000,Chautauqua,7,27467,126,520899,5.04%,COUNTY
2022-09-23T00:00:00.000,Chemung,21,24643,270,467174,7.57%,COUNTY
2022-09-23T00:00:00.000,Chenango,13,10974,138,230714,8.00%,COUNTY
2022-09-23T00:00:00.000,Clinton,24,20540,168,396678,13.67%,COUNTY
2022-09-23T00:00:00.000,Columbia,25,12575,152,248660,16.78%,COUNTY
2022-09-23T00:00:00.000,Cortland,9,12401,114,299801,7.89%,COUNTY
2022-09-23T00:00:00.000,Delaware,8,9360,104,194515,7.92%,COUNTY
2022-09-23T00:00:00.000,Dutchess,78,76893,543,1448052,15.58%,COUNTY
2022-09-23T00:00:00.000,Erie,155,250945,1593,4139330,9.79%,COUNTY
2022-09-23T00:00:00.000,Essex,7,7011,89,160797,11.11%,COUNTY
2022-09-23T00:00:00.000,Finger Lakes,209,281656,3307,5468721,7.05%,REGION
2022-09-23T00:00:00.000,Franklin,8,11202,180,211628,4.82%,COUNTY
2022-09-23T00:00:00.000,Fulton,22,15223,150,222695,17.31%,COUNTY
2022-09-23T00:00:00.000,Genesee,15,15477,211,266436,6.53%,COUNTY
2022-09-23T00:00:00.000,Greene,42,10097,133,177779,32.06%,COUNTY
2022-09-23T00:00:00.000,Hamilton,0,1008,9,19758,0.00%,COUNTY
2022-09-23T00:00:00.000,Herkimer,19,16269,179,316067,15.96%,COUNTY
2022-09-23T00:00:00.000,Jefferson,23,24379,313,392241,6.41%,COUNTY
2022-09-23T00:00:00.000,Kings,553,829940,14797,18121585,3.23%,COUNTY
2022-09-23T00:00:00.000,Lewis,3,6894,53,101603,4.17%,COUNTY
2022-09-23T00:00:00.000,Livingston,12,13374,122,278833,11.21%,COUNTY
2022-09-23T00:00:00.000,Long Island,901,1008279,9887,16386822,8.07%,REGION
2022-09-23T00:00:00.000,Madison,19,15585,161,363767,11.11%,COUNTY
2022-09-23T00:00:00.000,Mid-Hudson,537,705902,12286,13015387,3.86%,REGION
2022-09-23T00:00:00.000,Mohawk Valley,158,127727,1754,2669574,13.04%,REGION
2022-09-23T00:00:00.000,Monroe,119,178421,1931,3555468,7.12%,COUNTY
2022-09-23T00:00:00.000,Montgomery,20,13924,210,217817,13.01%,COUNTY
2022-09-23T00:00:00.000,Nassau,440,495869,4884,8149542,8.66%,COUNTY
2022-09-23T00:00:00.000,New York,372,530786,8649,14061166,4.24%,COUNTY
2022-09-23T00:00:00.000,New York City,2063,2799410,40597,58653907,4.54%,REGION
2022-09-23T00:00:00.000,Niagara,43,55862,272,886311,17.27%,COUNTY
2022-09-23T00:00:00.000,North Country,98,95680,1067,1891956,9.51%,REGION
2022-09-23T00:00:00.000,Oneida,83,64010,879,1490593,14.70%,COUNTY
2022-09-23T00:00:00.000,Onondaga,161,133045,1610,2733330,10.17%,COUNTY
2022-09-23T00:00:00.000,Ontario,22,23900,370,465910,7.24%,COUNTY
2022-09-23T00:00:00.000,Orange,85,126214,2227,1888038,3.62%,COUNTY
